,Year,Round,Region Number,Region Name,Seed,Score,Team,Team.1,Score.1,Seed.1,Pointdiff,Winner,Champs,MM19,,Seed,Matchup,Champs
273,1989,1,3,East,6,75,Kansas St,Minnesota,86,11,11,2,0,Yes (1),,6,11,0
274,1989,1,3,East,7,84,West Virginia,Tennessee,68,10,16,1,0,Yes (2),,7,10,0
275,1989,1,3,East,8,65,Vanderbilt,Notre Dame,81,9,16,2,0,No,,8,9,0
276,1989,1,4,West,1,94,Arizona,Robert Morris,60,16,34,1,0,Yes (1),,1,16,0
277,1989,1,4,West,2,99,Indiana,George Mason,85,15,14,1,0,No,,2,15,0
278,1989,1,4,West,3,60,Seton Hall,Southwest Missouri St,51,14,9,1,0,Yes (1),,3,14,0
279,1989,1,4,West,4,68,UNLV,Idaho,56,13,12,1,0,No,,4,13,0
280,1989,1,4,West,5,63,Memphis,DePaul,66,12,3,2,0,No,,5,12,0
281,1989,1,4,West,6,90,Oregon St,Evansville,94,11,4,2,0,No,,6,11,0
282,1989,1,4,West,7,85,UTEP,LSU,74,10,11,1,0,Yes (2),,7,10,0
283,1989,1,4,West,8,70,St Marys,Clemson,80,9,10,2,0,Yes (1),,8,9,0
284,1989,2,1,Midwest,1,72,Illinois,Ball St,60,9,12,1,0,No,,1,9,0
285,1989,2,1,Midwest,2,65,Syracuse,Colorado St,50,10,15,1,0,Yes (1),,2,10,0
286,1989,2,1,Midwest,3,108,Missouri,Texas,89,11,19,1,0,No,,3,11,0
287,1989,2,1,Midwest,4,93,Louisville,Arkansas,84,5,9,1,0,Yes (1),,4,5,0
288,1989,2,2,Southeast,1,124,Oklahoma,Louisiana Tech,81,9,43,1,0,Yes (1),,1,9,0
289,1989,2,2,Southeast,2,88,North Carolina,UCLA,81,7,7,1,0,Yes (1),,2,7,0
290,1989,2,2,Southeast,3,91,Michigan,South Alabama,82,11,9,1,0,Yes (1),,3,11,0
291,1989,2,2,Southeast,13,88,Middle Tennessee St,Virginia,104,5,16,2,0,Yes (2),,13,5,0
292,1989,2,3,East,1,81,Georgetown,Notre Dame,74,9,7,1,0,No,,1,9,0
293,1989,2,3,East,2,70,Duke,West Virginia,63,7,7,1,0,Yes (1),,2,7,0
294,1989,2,3,East,14,67,Siena,Minnesota,80,11,13,2,0,Yes (2),,14,11,0
295,1989,2,3,East,4,96,Iowa,NC State,102,5,6,2,0,Yes (1),,4,5,0
296,1989,2,4,West,1,94,Arizona,Clemson,68,9,26,1,0,Yes (1),,1,9,0
297,1989,2,4,West,2,92,Indiana,UTEP,69,7,23,1,0,No,,2,7,0
298,1989,2,4,West,3,87,Seton Hall,Evansville,73,11,14,1,0,Yes (1),,3,11,0
299,1989,2,4,West,4,85,UNLV,DePaul,70,12,15,1,0,No,,4,12,0
300,1989,3,1,Midwest,1,83,Illinois,Louisville,69,4,14,1,0,Yes (2),,1,4,0
301,1989,3,1,Midwest,2,83,Syracuse,Missouri,80,3,3,1,0,Yes (1),,2,3,0
302,1989,3,2,Southeast,1,80,Oklahoma,Virginia,86,5,6,2,0,Yes (1),,1,5,0
303,1989,3,2,Southeast,2,87,North Carolina,Michigan,92,3,5,2,0,Yes (1),,2,3,0
304,1989,3,3,East,1,69,Georgetown,NC State,61,5,8,1,0,No,,1,5,0
305,1989,3,3,East,2,87,Duke,Minnesota,70,11,17,1,0,Yes (1),,2,11,0
306,1989,3,4,West,1,67,Arizona,UNLV,68,4,1,2,0,Yes (1),,1,4,0
307,1989,3,4,West,2,65,Indiana,Seton Hall,78,3,13,2,0,Yes (2),,2,3,0
308,1989,4,1,Midwest,1,89,Illinois,Syracuse,86,2,3,1,0,Yes (2),,1,2,0
309,1989,4,2,Southeast,5,65,Virginia,Michigan,102,3,37,2,0,Yes (1),,5,3,0
310,1989,4,3,East,1,77,Georgetown,Duke,85,2,8,2,0,Yes (2),,1,2,0
311,1989,4,4,West,4,61,UNLV,Seton Hall,84,3,23,2,0,Yes (2),,4,3,0
312,1989,5,1,Final Four,1,81,Illinois,Michigan,83,3,2,2,0,Yes (2),,1,3,0
313,1989,5,2,Final Four,2,78,Duke,Seton Hall,95,3,17,2,0,Yes (1),,2,3,0
314,1989,6,1,Championship,3,80,Michigan,Seton Hall,79,3,1,4,3,Yes (1),,3,3,3
315,1990,1,1,Southeast,1,75,Michigan St,Murray St,71,16,4,1,0,Yes (1),,1,16,0
316,1990,1,1,Southeast,2,70,Syracuse,Coppin St,48,15,22,1,0,Yes (1),,2,15,0
317,1990,1,1,Southeast,3,71,Missouri,Northern Iowa,74,14,3,2,0,No,,3,14,0
318,1990,1,1,Southeast,4,99,Georgia Tech,East Tennessee St,83,13,16,1,0,No,,4,13,0
319,1990,1,1,Southeast,5,70,LSU,Villanova,63,12,7,1,0,Yes (1),,5,12,0
320,1990,1,1,Southeast,6,64,Minnesota,UTEP,61,11,3,1,0,Yes (1),,6,11,0
321,1990,1,1,Southeast,7,75,Virginia,Notre Dame,67,10,8,1,0,Yes (1),,7,10,0
322,1990,1,1,Southeast,8,66,Houston,Santa Barbara,70,9,4,2,0,Yes (1),,8,9,0
323,1990,1,2,West,1,102,UNLV,Arkansas Little Rock,72,16,30,1,0,No,,1,16,0
324,1990,1,2,West,2,79,Arizona,South Florida,67,15,12,1,0,Yes (1),,2,15,0
325,1990,1,2,West,3,76,Michigan,Illinois St,70,14,6,1,0,Yes (1),,3,14,0
326,1990,1,2,West,4,78,Louisville,Idaho,59,13,19,1,0,Yes (1),,4,13,0
327,1990,1,2,West,5,53,Oregon St,Ball St,54,12,1,2,0,No,,5,12,0
328,1990,1,2,West,6,92,New Mexico St,Loyola Marymount,111,11,19,2,0,Yes (1),,6,11,0
329,1990,1,2,West,7,71,Alabama,Colorado St,54,10,17,1,0,No,,7,10,0
330,1990,1,2,West,8,84,Ohio St,Providence,83,9,1,1,0,Yes (1),,8,9,0
331,1990,1,3,East,1,76,Connecticut,Boston University,52,16,24,1,0,No,,1,16,0
332,1990,1,3,East,2,79,Kansas,Robert Morris,71,15,8,1,0,Yes (1),,2,15,0
333,1990,1,3,East,3,81,Duke,Richmond,46,14,35,1,0,Yes (1),,3,14,0
334,1990,1,3,East,4,79,La Salle,Southern Mississippi,63,13,16,1,0,No,,4,13,0
335,1990,1,3,East,5,49,Clemson,BYU,47,12,2,1,0,No,,5,12,0
336,1990,1,3,East,6,81,St Johns,Temple,65,11,16,1,0,No,,6,11,0
337,1990,1,3,East,7,68,UCLA,UAB,56,10,12,1,0,No,,7,10,0
338,1990,1,3,East,8,63,Indiana,California,65,9,2,2,0,No,,8,9,0
339,1990,1,4,Midwest,1,77,Oklahoma,Towson,68,16,9,1,0,Yes (1),,1,16,0
340,1990,1,4,Midwest,2,75,Purdue,Louisiana Monroe,63,15,12,1,0,Yes (1),,2,15,0
341,1990,1,4,Midwest,3,70,Georgetown,Texas Southern,52,14,18,1,0,No,,3,14,0
342,1990,1,4,Midwest,4,68,Arkansas,Princeton,64,13,4,1,0,No,,4,13,0
343,1990,1,4,Midwest,5,86,Illinois,Dayton,88,12,2,2,0,No,,5,12,0
344,1990,1,4,Midwest,6,87,Xavier,Kansas St,79,11,8,1,0,Yes (2),,6,11,0
345,1990,1,4,Midwest,7,88,Georgia,Texas,100,10,12,2,0,No,,7,10,0
346,1990,1,4,Midwest,8,83,North Carolina,Southwest Missouri St,70,9,13,1,0,Yes (1),,8,9,0
347,1990,2,1,Southeast,1,62,Michigan St,Santa Barbara,58,9,4,1,0,Yes (1),,1,9,0
348,1990,2,1,Southeast,2,63,Syracuse,Virginia,61,7,2,1,0,Yes (1),,2,7,0
349,1990,2,1,Southeast,14,78,Northern Iowa,Minnesota,81,6,3,2,0,Yes (2),,14,6,0
350,1990,2,1,Southeast,4,94,Georgia Tech,LSU,91,5,3,1,0,Yes (2),,4,5,0
351,1990,2,2,West,1,76,UNLV,Ohio St,65,8,11,1,0,Yes (2),,1,8,0
352,1990,2,2,West,2,55,Arizona,Alabama,77,7,22,2,0,Yes (1),,2,7,0
353,1990,2,2,West,3,115,Michigan,Loyola Marymount,149,11,34,2,0,Yes (1),,3,11,0
354,1990,2,2,West,4,60,Louisville,Ball St,62,12,2,2,0,Yes (1),,4,12,0
355,1990,2,3,East,1,74,Connecticut,California,54,9,20,1,0,No,,1,9,0
356,1990,2,3,East,2,70,Kansas,UCLA,71,7,1,2,0,Yes (1),,2,7,0
357,1990,2,3,East,3,76,Duke,St Johns,72,6,4,1,0,Yes (1),,3,6,0
358,1990,2,3,East,4,75,La Salle,Clemson,79,5,4,2,0,No,,4,5,0
359,1990,2,4,Midwest,1,77,Oklahoma,North Carolina,79,8,2,2,0,Yes (1),,1,8,0
360,1990,2,4,Midwest,2,72,Purdue,Texas,73,10,1,2,0,Yes (1),,2,10,0
361,1990,2,4,Midwest,3,71,Georgetown,Xavier,74,6,3,2,0,No,,3,6,0
362,1990,2,4,Midwest,4,86,Arkansas,Dayton,84,12,2,1,0,No,,4,12,0
363,1990,3,1,Southeast,1,80,Michigan St,Georgia Tech,81,4,1,2,0,Yes (1),,1,4,0
364,1990,3,1,Southeast,2,75,Syracuse,Minnesota,82,6,7,2,0,Yes (1),,2,6,0
365,1990,3,2,West,1,69,UNLV,Ball St,67,12,2,1,0,No,,1,12,0
366,1990,3,2,West,7,60,Alabama,Loyola Marymount,62,11,2,2,0,No,,7,11,0
367,1990,3,3,East,1,71,Connecticut,Clemson,70,5,1,1,0,No,,1,5,0
368,1990,3,3,East,7,81,UCLA,Duke,90,3,9,2,0,Yes (2),,7,3,0
369,1990,3,4,Midwest,8,73,North Carolina,Arkansas,96,4,23,2,0,Yes (1),,8,4,0
370,1990,3,4,Midwest,10,102,Texas,Xavier,89,6,13,1,0,No,,10,6,0
371,1990,4,1,Southeast,4,93,Georgia Tech,Minnesota,91,6,2,1,0,Yes (2),,4,6,0
372,1990,4,2,West,1,131,UNLV,Loyola Marymount,101,11,30,1,0,No,,1,11,0
373,1990,4,3,East,1,78,Connecticut,Duke,79,3,1,2,0,Yes (2),,1,3,0
374,1990,4,4,Midwest,4,88,Arkansas,Texas,85,10,3,1,0,No,,4,10,0
375,1990,5,1,Final Four,4,81,Georgia Tech,UNLV,90,1,9,2,0,No,,4,1,0
376,1990,5,2,Final Four,3,97,Duke,Arkansas,83,4,14,1,0,Yes (1),,3,4,0
377,1990,6,1,Championship,1,103,UNLV,Duke,73,3,30,4,1,Yes (2),,1,3,1
378,1991,1,1,West,1,99,UNLV,Montana,65,16,34,1,0,Yes (2),,1,16,0
379,1991,1,1,West,2,93,Arizona,St Francis,80,15,13,1,0,Yes (1),,2,15,0
380,1991,1,1,West,3,71,Seton Hall,Pepperdine,51,14,20,1,0,Yes (1),,3,14,0
381,1991,1,1,West,4,82,Utah,South Alabama,72,13,10,1,0,No,,4,13,0
382,1991,1,1,West,5,60,Michigan St,Wisconsin Green Bay,58,12,2,1,0,Yes (1),,5,12,0
383,1991,1,1,West,6,56,New Mexico St,Creighton,64,11,8,2,0,Yes (1),,6,11,0
384,1991,1,1,West,7,48,Virginia,BYU,61,10,13,2,0,Yes (1),,7,10,0
385,1991,1,1,West,8,70,Georgetown,Vanderbilt,60,9,10,1,0,No,,8,9,0
386,1991,1,2,Midwest,1,97,Ohio St,Towson,86,16,11,1,0,Yes (1),,1,16,0
387,1991,1,2,Midwest,2,102,Duke,Louisiana Monroe,73,15,29,1,0,Yes (1),,2,15,0
388,1991,1,2,Midwest,3,84,Nebraska,Xavier,89,14,5,2,0,No,,3,14,0
389,1991,1,2,Midwest,4,75,St Johns,Northern Illinois,68,13,7,1,0,No,,4,13,0
390,1991,1,2,Midwest,5,73,Texas,St Peters,65,12,8,1,0,No,,5,12,0
391,1991,1,2,Midwest,6,62,LSU,Connecticut,79,11,17,2,0,Yes (1),,6,11,0
392,1991,1,2,Midwest,7,76,Iowa,East Tennessee St,73,10,3,1,0,Yes (1),,7,10,0
393,1991,1,2,Midwest,8,87,Georgia Tech,DePaul,70,9,17,1,0,No,,8,9,0
394,1991,1,3,East,1,101,North Carolina,Northeastern,66,16,35,1,0,Yes (1),,1,16,0
395,1991,1,3,East,2,69,Syracuse,Richmond,73,15,4,2,0,Yes (1),,2,15,0
396,1991,1,3,East,3,67,Oklahoma St,New Mexico,54,14,13,1,0,No,,3,14,0
397,1991,1,3,East,4,69,UCLA,Penn St,74,13,5,2,0,No,,4,13,0
398,1991,1,3,East,5,56,Mississippi St,Eastern Michigan,76,12,20,2,0,Yes (1),,5,12,0
399,1991,1,3,East,6,114,NC State,Southern Mississippi,85,11,29,1,0,No,,6,11,0
400,1991,1,3,East,7,63,Purdue,Temple,80,10,17,2,0,Yes (1),,7,10,0
401,1991,1,3,East,8,48,Princeton,Villanova,50,9,2,2,0,Yes (2),,8,9,0
402,1991,1,4,Southeast,1,117,Arkansas,Georgia St,76,16,41,1,0,Yes (2),,1,16,0
403,1991,1,4,Southeast,2,79,Indiana,Coastal Carolina,69,15,10,1,0,No,,2,15,0
404,1991,1,4,Southeast,3,55,Kansas,New Orleans,49,14,6,1,0,Yes (1),,3,14,0
405,1991,1,4,Southeast,4,89,Alabama,Murray St,79,13,10,1,0,No,,4,13,0
406,1991,1,4,Southeast,5,71,Wake Forest,Louisiana Tech,65,12,6,1,0,No,,5,12,0
407,1991,1,4,Southeast,6,76,Pittsburgh,Georgia,68,11,8,1,0,No,,6,11,0
408,1991,1,4,Southeast,7,75,Florida St,USC,72,10,3,1,0,No,,7,10,0
409,1991,1,4,Southeast,8,79,Arizona St,Rutgers,76,9,3,1,0,No,,8,9,0
410,1991,2,1,West,1,62,UNLV,Georgetown,54,8,8,1,0,No,,1,8,0
411,1991,2,1,West,2,76,Arizona,BYU,61,10,15,1,0,Yes (1),,2,10,0
412,1991,2,1,West,3,81,Seton Hall,Creighton,69,11,12,1,0,Yes (1),,3,11,0
413,1991,2,1,West,4,85,Utah,Michigan St,84,5,1,1,0,Yes (2),,4,5,0
414,1991,2,2,Midwest,1,65,Ohio St,Georgia Tech,61,8,4,1,0,Yes (1),,1,8,0
415,1991,2,2,Midwest,2,85,Duke,Iowa,70,7,15,1,0,Yes (1),,2,7,0
416,1991,2,2,Midwest,14,50,Xavier,Connecticut,66,11,16,2,0,No,,14,11,0
417,1991,2,2,Midwest,4,84,St Johns,Texas,76,5,8,1,0,No,,4,5,0
418,1991,2,3,East,1,84,North Carolina,Villanova,69,9,15,1,0,Yes (1),,1,9,0
419,1991,2,3,East,15,64,Richmond,Temple,77,10,13,2,0,No,,15,10,0
420,1991,2,3,East,3,73,Oklahoma St,NC State,64,6,9,1,0,No,,3,6,0
421,1991,2,3,East,13,68,Penn St,Eastern Michigan,71,12,3,2,0,No,,13,12,0
422,1991,2,4,Southeast,1,97,Arkansas,Arizona St,90,8,7,1,0,No,,1,8,0
423,1991,2,4,Southeast,2,82,Indiana,Florida St,60,7,22,1,0,No,,2,7,0
424,1991,2,4,Southeast,3,77,Kansas,Pittsburgh,66,6,11,1,0,Yes (1),,3,6,0
425,1991,2,4,Southeast,4,96,Alabama,Wake Forest,88,5,8,1,0,No,,4,5,0
426,1991,3,1,West,1,83,UNLV,Utah,66,4,17,1,0,No,,1,4,0
427,1991,3,1,West,2,77,Arizona,Seton Hall,81,3,4,2,0,Yes (1),,2,3,0
428,1991,3,2,Midwest,1,74,Ohio St,St Johns,91,4,17,2,0,Yes (1),,1,4,0
429,1991,3,2,Midwest,2,81,Duke,Connecticut,67,11,14,1,0,Yes (1),,2,11,0
430,1991,3,3,East,1,93,North Carolina,Eastern Michigan,67,12,26,1,0,Yes (1),,1,12,0
431,1991,3,3,East,10,72,Temple,Oklahoma St,63,3,9,1,0,No,,10,3,0
432,1991,3,4,Southeast,1,93,Arkansas,Alabama,70,4,23,1,0,No,,1,4,0
433,1991,3,4,Southeast,2,65,Indiana,Kansas,83,3,18,2,0,Yes (2),,2,3,0
434,1991,4,1,West,1,77,UNLV,Seton Hall,65,3,12,1,0,Yes (2),,1,3,0
435,1991,4,2,Midwest,4,61,St Johns,Duke,78,2,17,2,0,Yes (2),,4,2,0
436,1991,4,3,East,1,75,North Carolina,Temple,72,10,3,1,0,Yes (1),,1,10,0
437,1991,4,4,Southeast,1,81,Arkansas,Kansas,93,3,12,2,0,Yes (2),,1,3,0
438,1991,5,1,Final Four,1,77,UNLV,Duke,79,2,2,2,0,Yes (2),,1,2,0
439,1991,5,2,Final Four,1,73,North Carolina,Kansas,79,3,6,2,0,Yes (1),,1,3,0
440,1991,6,1,Championship,2,72,Duke,Kansas,65,3,7,4,2,Yes (1),,2,3,2
441,1992,1,1,Midwest,1,100,Kansas,Howard,67,16,33,1,0,Yes (1),,1,16,0
442,1992,1,1,Midwest,2,84,USC,Louisiana Monroe,54,15,30,1,0,No,,2,15,0
443,1992,1,1,Midwest,3,80,Arkansas,Murray St,69,14,11,1,0,No,,3,14,0
444,1992,1,1,Midwest,4,85,Cincinnati,Delaware,47,13,38,1,0,Yes (1),,4,13,0
445,1992,1,1,Midwest,5,61,Michigan St,Southwest Missouri St,54,12,7,1,0,Yes (1),,5,12,0
446,1992,1,1,Midwest,6,80,Memphis,Pepperdine,70,11,10,1,0,No,,6,11,0
447,1992,1,1,Midwest,7,65,Georgia Tech,Houston,60,10,5,1,0,Yes (2),,7,10,0
448,1992,1,1,Midwest,8,50,Evansville,UTEP,55,9,5,2,0,No,,8,9,0
449,1992,1,2,Southeast,1,83,Ohio St,Mississippi Valley St,56,16,27,1,0,Yes (1),,1,16,0
450,1992,1,2,Southeast,2,100,Oklahoma St,Georgia Southern,73,15,27,1,0,No,,2,15,0
451,1992,1,2,Southeast,3,80,Arizona,East Tennessee St,87,14,7,2,0,Yes (1),,3,14,0
452,1992,1,2,Southeast,4,68,North Carolina,Miami Ohio,63,13,5,1,0,Yes (1),,4,13,0
453,1992,1,2,Southeast,5,80,Alabama,Stanford,75,12,5,1,0,No,,5,12,0
454,1992,1,2,Southeast,6,73,Michigan,Temple,66,11,7,1,0,Yes (1),,6,11,0
455,1992,1,2,Southeast,7,57,St Johns,Tulane,61,10,4,2,0,No,,7,10,0
456,1992,1,2,Southeast,8,65,Nebraska,Connecticut,86,9,21,2,0,No,,8,9,0
457,1992,1,3,East,1,82,Duke,Campbell,56,16,26,1,0,Yes (1),,1,16,0
458,1992,1,3,East,2,88,Kentucky,Old Dominion,69,15,19,1,0,Yes (1),,2,15,0
459,1992,1,3,East,3,85,Massachusetts,Fordham,58,14,27,1,0,No,,3,14,0
460,1992,1,3,East,4,78,Seton Hall,La Salle,76,13,2,1,0,Yes (1),,4,13,0
461,1992,1,3,East,5,89,Missouri,West Virginia,78,12,11,1,0,No,,5,12,0
462,1992,1,3,East,6,51,Syracuse,Princeton,43,11,8,1,0,Yes (1),,6,11,0
463,1992,1,3,East,7,74,Charlotte,Iowa St,76,10,2,2,0,Yes (2),,7,10,0
464,1992,1,3,East,8,92,Texas,Iowa,98,9,6,2,0,Yes (2),,8,9,0
465,1992,1,4,West,1,73,UCLA,Robert Morris,53,16,20,1,0,No,,1,16,0
466,1992,1,4,West,2,94,Indiana,Eastern Illinois,55,15,39,1,0,No,,2,15,0
467,1992,1,4,West,3,78,Florida St,Montana,68,14,10,1,0,Yes (2),,3,14,0
468,1992,1,4,West,4,83,Oklahoma,Louisiana Lafayette,87,13,4,2,0,Yes (1),,4,13,0
469,1992,1,4,West,5,73,DePaul,New Mexico St,81,12,8,2,0,Yes (2),,5,12,0
470,1992,1,4,West,6,75,Georgetown,South Florida,60,11,15,1,0,No,,6,11,0
471,1992,1,4,West,7,94,LSU,BYU,83,10,11,1,0,Yes (1),,7,10,0
472,1992,1,4,West,8,81,Louisville,Wake Forest,58,9,23,1,0,Yes (1),,8,9,0
473,1992,2,1,Midwest,1,60,Kansas,UTEP,66,9,6,2,0,Yes (1),,1,9,0
474,1992,2,1,Midwest,2,78,USC,Georgia Tech,79,7,1,2,0,No,,2,7,0
475,1992,2,1,Midwest,3,80,Arkansas,Memphis,82,6,2,2,0,No,,3,6,0
476,1992,2,1,Midwest,4,77,Cincinnati,Michigan St,65,5,12,1,0,Yes (1),,4,5,0
477,1992,2,2,Southeast,1,78,Ohio St,Connecticut,55,9,23,1,0,Yes (1),,1,9,0
478,1992,2,2,Southeast,2,87,Oklahoma St,Tulane,71,10,16,1,0,No,,2,10,0
479,1992,2,2,Southeast,14,90,East Tennessee St,Michigan,102,6,12,2,0,Yes (2),,14,6,0
480,1992,2,2,Southeast,4,64,North Carolina,Alabama,55,5,9,1,0,Yes (1),,4,5,0
481,1992,2,3,East,1,75,Duke,Iowa,62,9,13,1,0,Yes (1),,1,9,0
482,1992,2,3,East,2,106,Kentucky,Iowa St,98,10,8,1,0,Yes (1),,2,10,0
483,1992,2,3,East,3,77,Massachusetts,Syracuse,71,6,6,1,0,Yes (2),,3,6,0
484,1992,2,3,East,4,88,Seton Hall,Missouri,71,5,17,1,0,Yes (1),,4,5,0
485,1992,2,4,West,1,85,UCLA,Louisville,69,8,16,1,0,Yes (2),,1,8,0
486,1992,2,4,West,2,89,Indiana,LSU,79,7,10,1,0,Yes (2),,2,7,0
487,1992,2,4,West,3,78,Florida St,Georgetown,68,6,10,1,0,No,,3,6,0
488,1992,2,4,West,13,73,Louisiana Lafayette,New Mexico St,81,12,8,2,0,Yes (2),,13,12,0
489,1992,3,1,Midwest,9,67,UTEP,Cincinnati,69,4,2,2,0,Yes (2),,9,4,0
490,1992,3,1,Midwest,7,79,Georgia Tech,Memphis,83,6,4,2,0,No,,7,6,0
491,1992,3,2,Southeast,1,80,Ohio St,North Carolina,73,4,7,1,0,Yes (1),,1,4,0
492,1992,3,2,Southeast,2,72,Oklahoma St,Michigan,75,6,3,2,0,Yes (2),,2,6,0
493,1992,3,3,East,1,81,Duke,Seton Hall,69,4,12,1,0,Yes (1),,1,4,0
494,1992,3,3,East,2,87,Kentucky,Massachusetts,77,3,10,1,0,Yes (1),,2,3,0
495,1992,3,4,West,1,85,UCLA,New Mexico St,78,12,7,1,0,Yes (2),,1,12,0
496,1992,3,4,West,2,85,Indiana,Florida St,74,3,11,1,0,No,,2,3,0
497,1992,4,1,Midwest,4,88,Cincinnati,Memphis,57,6,31,1,0,Yes (1),,4,6,0
498,1992,4,2,Southeast,1,71,Ohio St,Michigan,75,6,4,2,0,Yes (1),,1,6,0
499,1992,4,3,East,1,104,Duke,Kentucky,103,2,1,1,0,Yes (1),,1,2,0
500,1992,4,4,West,1,79,UCLA,Indiana,106,2,27,2,0,No,,1,2,0
501,1992,5,1,Final Four,4,72,Cincinnati,Michigan,76,6,4,2,0,Yes (1),,4,6,0
502,1992,5,2,Final Four,1,81,Duke,Indiana,78,2,3,1,0,Yes (1),,1,2,0
503,1992,6,1,Championship,6,51,Michigan,Duke,71,1,20,3,1,Yes (1),,6,1,1
504,1993,1,1,Southeast,1,96,Kentucky,Rider,52,16,44,1,0,Yes (1),,1,16,0
505,1993,1,1,Southeast,2,81,Seton Hall,Tennessee St,59,15,22,1,0,Yes (1),,2,15,0
506,1993,1,1,Southeast,3,82,Florida St,Evansville,70,14,12,1,0,No,,3,14,0
507,1993,1,1,Southeast,4,82,Iowa,Louisiana Monroe,69,13,13,1,0,Yes (1),,4,13,0
508,1993,1,1,Southeast,5,81,Wake Forest,Chattanooga,58,12,23,1,0,No,,5,12,0
509,1993,1,1,Southeast,6,53,Kansas St,Tulane,55,11,2,2,0,Yes (1),,6,11,0
510,1993,1,1,Southeast,7,55,Western Kentucky,Memphis,52,10,3,1,0,No,,7,10,0
511,1993,1,1,Southeast,8,86,Utah,Pittsburgh,85,9,1,1,0,No,,8,9,0
512,1993,1,2,West,1,84,Michigan,Coastal Carolina,53,16,31,1,0,Yes (1),,1,16,0
513,1993,1,2,West,2,61,Arizona,Santa Clara,64,15,3,2,0,Yes (1),,2,15,0
514,1993,1,2,West,3,92,Vanderbilt,Boise St,72,14,20,1,0,No,,3,14,0
515,1993,1,2,West,4,78,Georgia Tech,Southern,93,13,15,2,0,No,,4,13,0
516,1993,1,2,West,5,68,New Mexico,George Washington,82,12,14,2,0,No,,5,12,0
517,1993,1,2,West,6,75,Illinois,Long Beach St,72,11,3,1,0,No,,6,11,0
518,1993,1,2,West,7,75,Temple,Missouri,61,10,14,1,0,No,,7,10,0
519,1993,1,2,West,8,70,Iowa St,UCLA,81,9,11,2,0,Yes (1),,8,9,0
520,1993,1,3,East,1,85,North Carolina,East Carolina,65,16,20,1,0,Yes (1),,1,16,0
521,1993,1,3,East,2,93,Cincinnati,Coppin St,66,15,27,1,0,Yes (1),,2,15,0
522,1993,1,3,East,3,54,Massachusetts,Pennsylvania,50,14,4,1,0,No,,3,14,0
523,1993,1,3,East,4,94,Arkansas,Holy Cross,64,13,30,1,0,No,,4,13,0
524,1993,1,3,East,5,85,St Johns,Texas Tech,67,12,18,1,0,Yes (2),,5,12,0
525,1993,1,3,East,6,78,Virginia,Manhattan,66,11,12,1,0,Yes (1),,6,11,0
526,1993,1,3,East,7,93,New Mexico St,Nebraska,79,10,14,1,0,Yes (1),,7,10,0
527,1993,1,3,East,8,74,Rhode Island,Purdue,68,9,6,1,0,Yes (2),,8,9,0
528,1993,1,4,Midwest,1,97,Indiana,Wright St,54,16,43,1,0,No,,1,16,0
529,1993,1,4,Midwest,2,94,Kansas,Ball St,72,15,22,1,0,Yes (1),,2,15,0
530,1993,1,4,Midwest,3,105,Duke,Southern Illinois,70,14,35,1,0,Yes (1),,3,14,0
531,1993,1,4,Midwest,4,76,Louisville,Delaware,70,13,6,1,0,Yes (1),,4,13,0
532,1993,1,4,Midwest,5,74,Oklahoma St,Marquette,62,12,12,1,0,Yes (2),,5,12,0
533,1993,1,4,Midwest,6,66,California,LSU,64,11,2,1,0,Yes (2),,6,11,0
534,1993,1,4,Midwest,7,80,BYU,SMU,71,10,9,1,0,No,,7,10,0
535,1993,1,4,Midwest,8,55,New Orleans,Xavier,73,9,18,2,0,No,,8,9,0
536,1993,2,1,Southeast,1,83,Kentucky,Utah,62,8,21,1,0,Yes (1),,1,8,0
537,1993,2,1,Southeast,2,68,Seton Hall,Western Kentucky,72,7,4,2,0,Yes (1),,2,7,0
538,1993,2,1,Southeast,3,94,Florida St,Tulane,63,11,31,1,0,No,,3,11,0
539,1993,2,1,Southeast,4,78,Iowa,Wake Forest,84,5,6,2,0,Yes (1),,4,5,0
540,1993,2,2,West,1,86,Michigan,UCLA,84,9,2,1,0,Yes (1),,1,9,0
541,1993,2,2,West,15,57,Santa Clara,Temple,68,7,11,2,0,No,,15,7,0
542,1993,2,2,West,3,85,Vanderbilt,Illinois,68,6,17,1,0,No,,3,6,0
543,1993,2,2,West,13,80,Southern,George Washington,90,12,10,2,0,No,,13,12,0
544,1993,2,3,East,1,112,North Carolina,Rhode Island,67,8,45,1,0,Yes (1),,1,8,0
545,1993,2,3,East,2,92,Cincinnati,New Mexico St,55,7,37,1,0,Yes (1),,2,7,0
546,1993,2,3,East,3,56,Massachusetts,Virginia,71,6,15,2,0,Yes (2),,3,6,0
547,1993,2,3,East,4,80,Arkansas,St Johns,74,5,6,1,0,No,,4,5,0
548,1993,2,4,Midwest,1,73,Indiana,Xavier,70,9,3,1,0,No,,1,9,0
549,1993,2,4,Midwest,2,90,Kansas,BYU,76,7,14,1,0,Yes (1),,2,7,0
550,1993,2,4,Midwest,3,77,Duke,California,82,6,5,2,0,Yes (1),,3,6,0
551,1993,2,4,Midwest,4,78,Louisville,Oklahoma St,63,5,15,1,0,Yes (1),,4,5,0
552,1993,3,1,Southeast,1,103,Kentucky,Wake Forest,69,5,34,1,0,Yes (1),,1,5,0
553,1993,3,1,Southeast,7,78,Western Kentucky,Florida St,81,3,3,2,0,No,,7,3,0
