,Year,Round,Region Number,Region Name,Seed,Score,Team,Team.1,Score.1,Seed.1,Pointdiff,Winner,Champs,MM19,,Seed,Matchup,Champs
554,1993,3,2,West,1,72,Michigan,George Washington,64,12,8,1,0,Yes (1),,1,12,0
555,1993,3,2,West,7,67,Temple,Vanderbilt,59,3,8,1,0,No,,7,3,0
556,1993,3,3,East,1,80,North Carolina,Arkansas,74,4,6,1,0,Yes (1),,1,4,0
557,1993,3,3,East,2,71,Cincinnati,Virginia,54,6,17,1,0,Yes (1),,2,6,0
558,1993,3,4,Midwest,1,82,Indiana,Louisville,69,4,13,1,0,Yes (2),,1,4,0
559,1993,3,4,Midwest,2,93,Kansas,California,76,6,17,1,0,Yes (1),,2,6,0
560,1993,4,1,Southeast,1,106,Kentucky,Florida St,81,3,25,1,0,Yes (1),,1,3,0
561,1993,4,2,West,1,77,Michigan,Temple,72,7,5,1,0,Yes (1),,1,7,0
562,1993,4,3,East,1,75,North Carolina,Cincinnati,68,2,7,1,0,Yes (1),,1,2,0
563,1993,4,4,Midwest,1,77,Indiana,Kansas,83,2,6,2,0,Yes (2),,1,2,0
564,1993,5,1,Final Four,1,78,Kentucky,Michigan,81,1,3,2,0,Yes (1),,1,1,0
565,1993,5,2,Final Four,1,78,North Carolina,Kansas,68,2,10,1,0,Yes (1),,1,2,0
566,1993,6,1,Championship,1,71,Michigan,North Carolina,77,1,6,3,1,Yes (1),,1,1,1
567,1994,1,1,West,1,76,Missouri,Navy,53,16,23,1,0,No,,1,16,0
568,1994,1,1,West,2,81,Arizona,Loyola Maryland,55,15,26,1,0,Yes (1),,2,15,0
569,1994,1,1,West,3,67,Louisville,Boise St,58,14,9,1,0,Yes (1),,3,14,0
570,1994,1,1,West,4,92,Syracuse,Hawaii,78,13,14,1,0,Yes (1),,4,13,0
571,1994,1,1,West,5,57,California,Wisconsin Green Bay,61,12,4,2,0,No,,5,12,0
572,1994,1,1,West,6,74,Minnesota,Southern Illinois,60,11,14,1,0,Yes (1),,6,11,0
573,1994,1,1,West,7,57,Virginia,New Mexico,54,10,3,1,0,Yes (1),,7,10,0
574,1994,1,1,West,8,72,Cincinnati,Wisconsin,80,9,8,2,0,Yes (1),,8,9,0
575,1994,1,2,Midwest,1,94,Arkansas,North Carolina A&T,79,16,15,1,0,No,,1,16,0
576,1994,1,2,Midwest,2,78,Massachusetts,Southwest Texas St,60,15,18,1,0,No,,2,15,0
577,1994,1,2,Midwest,3,78,Michigan,Pepperdine,74,14,4,1,0,Yes (1),,3,14,0
578,1994,1,2,Midwest,4,65,Oklahoma St,New Mexico St,55,13,10,1,0,Yes (2),,4,13,0
579,1994,1,2,Midwest,5,102,UCLA,Tulsa,112,12,10,2,0,No,,5,12,0
580,1994,1,2,Midwest,6,91,Texas,Western Kentucky,77,11,14,1,0,No,,6,11,0
581,1994,1,2,Midwest,7,66,St Louis,Maryland,74,10,8,2,0,Yes (1),,7,10,0
582,1994,1,2,Midwest,8,77,Illinois,Georgetown,84,9,7,2,0,No,,8,9,0
583,1994,1,3,East,1,71,North Carolina,Liberty,51,16,20,1,0,Yes (1),,1,16,0
584,1994,1,3,East,2,64,Connecticut,Rider,46,15,18,1,0,No,,2,15,0
585,1994,1,3,East,3,64,Florida,James Madison,62,14,2,1,0,Yes (1),,3,14,0
586,1994,1,3,East,4,61,Temple,Drexel,39,13,22,1,0,No,,4,13,0
587,1994,1,3,East,5,84,Indiana,Ohio,72,12,12,1,0,No,,5,12,0
588,1994,1,3,East,6,80,Nebraska,Pennsylvania,90,11,10,2,0,No,,6,11,0
589,1994,1,3,East,7,46,UAB,George Washington,51,10,5,2,0,No,,7,10,0
590,1994,1,3,East,8,64,Washington St,Boston College,67,9,3,2,0,No,,8,9,0
591,1994,1,4,Southeast,1,98,Purdue,Central Florida,67,16,31,1,0,Yes (1),,1,16,0
592,1994,1,4,Southeast,2,82,Duke,Texas Southern,70,15,12,1,0,Yes (1),,2,15,0
593,1994,1,4,Southeast,3,83,Kentucky,Tennessee St,70,14,13,1,0,Yes (1),,3,14,0
594,1994,1,4,Southeast,4,102,Kansas,Chattanooga,73,13,29,1,0,Yes (1),,4,13,0
595,1994,1,4,Southeast,5,68,Wake Forest,College of Charleston,58,12,10,1,0,No,,5,12,0
596,1994,1,4,Southeast,6,81,Marquette,Louisiana Lafayette,59,11,22,1,0,Yes (1),,6,11,0
597,1994,1,4,Southeast,7,84,Michigan St,Seton Hall,73,10,11,1,0,Yes (1),,7,10,0
598,1994,1,4,Southeast,8,70,Providence,Alabama,76,9,6,2,0,No,,8,9,0
599,1994,2,1,West,1,109,Missouri,Wisconsin,96,9,13,1,0,Yes (2),,1,9,0
600,1994,2,1,West,2,71,Arizona,Virginia,58,7,13,1,0,Yes (1),,2,7,0
601,1994,2,1,West,3,60,Louisville,Minnesota,55,6,5,1,0,Yes (1),,3,6,0
602,1994,2,1,West,4,64,Syracuse,Wisconsin Green Bay,59,12,5,1,0,Yes (1),,4,12,0
603,1994,2,2,Midwest,1,85,Arkansas,Georgetown,73,9,12,1,0,No,,1,9,0
604,1994,2,2,Midwest,2,87,Massachusetts,Maryland,95,10,8,2,0,Yes (2),,2,10,0
605,1994,2,2,Midwest,3,84,Michigan,Texas,79,6,5,1,0,Yes (1),,3,6,0
606,1994,2,2,Midwest,4,80,Oklahoma St,Tulsa,82,12,2,2,0,No,,4,12,0
607,1994,2,3,East,1,72,North Carolina,Boston College,75,9,3,2,0,Yes (1),,1,9,0
608,1994,2,3,East,2,75,Connecticut,George Washington,63,10,12,1,0,No,,2,10,0
609,1994,2,3,East,3,70,Florida,Pennsylvania,58,11,12,1,0,Yes (1),,3,11,0
610,1994,2,3,East,4,58,Temple,Indiana,67,5,9,2,0,No,,4,5,0
611,1994,2,4,Southeast,1,83,Purdue,Alabama,73,9,10,1,0,Yes (1),,1,9,0
612,1994,2,4,Southeast,2,85,Duke,Michigan St,74,7,11,1,0,Yes (1),,2,7,0
613,1994,2,4,Southeast,3,63,Kentucky,Marquette,75,6,12,2,0,Yes (1),,3,6,0
614,1994,2,4,Southeast,4,69,Kansas,Wake Forest,58,5,11,1,0,Yes (1),,4,5,0
615,1994,3,1,West,1,98,Missouri,Syracuse,88,4,10,1,0,Yes (2),,1,4,0
616,1994,3,1,West,2,82,Arizona,Louisville,70,3,12,1,0,Yes (1),,2,3,0
617,1994,3,2,Midwest,1,103,Arkansas,Tulsa,84,12,19,1,0,No,,1,12,0
618,1994,3,2,Midwest,10,71,Maryland,Michigan,78,3,7,2,0,Yes (1),,10,3,0
619,1994,3,3,East,9,77,Boston College,Indiana,68,5,9,1,0,No,,9,5,0
620,1994,3,3,East,2,60,Connecticut,Florida,69,3,9,2,0,Yes (2),,2,3,0
621,1994,3,4,Southeast,1,83,Purdue,Kansas,78,4,5,1,0,Yes (1),,1,4,0
622,1994,3,4,Southeast,2,59,Duke,Marquette,49,6,10,1,0,Yes (1),,2,6,0
623,1994,4,1,West,1,72,Missouri,Arizona,82,2,10,2,0,Yes (2),,1,2,0
624,1994,4,2,Midwest,1,76,Arkansas,Michigan,68,3,8,1,0,Yes (2),,1,3,0
625,1994,4,3,East,9,65,Boston College,Florida,74,3,9,2,0,Yes (2),,9,3,0
626,1994,4,4,Southeast,1,60,Purdue,Duke,69,2,9,2,0,Yes (1),,1,2,0
627,1994,5,1,Final Four,2,82,Arizona,Arkansas,91,1,9,2,0,Yes (1),,2,1,0
628,1994,5,2,Final Four,3,65,Florida,Duke,70,2,5,2,0,Yes (1),,3,2,0
629,1994,6,1,Championship,1,76,Arkansas,Duke,72,2,4,4,1,Yes (2),,1,2,1
630,1995,1,1,Midwest,1,82,Kansas,Colgate,68,16,14,1,0,Yes (1),,1,16,0
631,1995,1,1,Midwest,2,79,Arkansas,Texas Southern,78,15,1,1,0,No,,2,15,0
632,1995,1,1,Midwest,3,49,Purdue,Wisconsin Green Bay,48,14,1,1,0,Yes (1),,3,14,0
633,1995,1,1,Midwest,4,96,Virginia,Nicholls St,72,13,24,1,0,Yes (1),,4,13,0
634,1995,1,1,Midwest,5,62,Arizona,Miami Ohio,71,12,9,2,0,Yes (1),,5,12,0
635,1995,1,1,Midwest,6,77,Memphis,Louisville,56,11,21,1,0,Yes (2),,6,11,0
636,1995,1,1,Midwest,7,96,Syracuse,Southern Illinois,92,10,4,1,0,Yes (1),,7,10,0
637,1995,1,1,Midwest,8,82,Western Kentucky,Michigan,76,9,6,1,0,Yes (2),,8,9,0
638,1995,1,2,Southeast,1,113,Kentucky,Mount St Marys,67,16,46,1,0,Yes (1),,1,16,0
639,1995,1,2,Southeast,2,80,North Carolina,Murray St,70,15,10,1,0,Yes (1),,2,15,0
640,1995,1,2,Southeast,3,72,Michigan St,Weber St,79,14,7,2,0,Yes (1),,3,14,0
641,1995,1,2,Southeast,4,67,Oklahoma,Manhattan,77,13,10,2,0,Yes (1),,4,13,0
642,1995,1,2,Southeast,5,81,Arizona St,Ball St,66,12,15,1,0,No,,5,12,0
643,1995,1,2,Southeast,6,68,Georgetown,Xavier,63,11,5,1,0,No,,6,11,0
644,1995,1,2,Southeast,7,64,Iowa St,Florida,61,10,3,1,0,Yes (1),,7,10,0
645,1995,1,2,Southeast,8,70,BYU,Tulane,76,9,6,2,0,No,,8,9,0
646,1995,1,3,East,1,79,Wake Forest,North Carolina A&T,47,16,32,1,0,No,,1,16,0
647,1995,1,3,East,2,68,Massachusetts,St Peters,51,15,17,1,0,No,,2,15,0
648,1995,1,3,East,3,81,Villanova,Old Dominion,89,14,8,2,0,Yes (1),,3,14,0
649,1995,1,3,East,4,73,Oklahoma St,Drexel,49,13,24,1,0,No,,4,13,0
650,1995,1,3,East,5,91,Alabama,Pennsylvania,85,12,6,1,0,No,,5,12,0
651,1995,1,3,East,6,68,Tulsa,Illinois,62,11,6,1,0,No,,6,11,0
652,1995,1,3,East,7,68,Charlotte,Stanford,70,10,2,2,0,No,,7,10,0
653,1995,1,3,East,8,61,Minnesota,St Louis,64,9,3,2,0,Yes (1),,8,9,0
654,1995,1,4,West,1,92,UCLA,Florida International,56,16,36,1,0,No,,1,16,0
655,1995,1,4,West,2,100,Connecticut,Chattanooga,71,15,29,1,0,No,,2,15,0
656,1995,1,4,West,3,87,Maryland,Gonzaga,63,14,24,1,0,Yes (1),,3,14,0
657,1995,1,4,West,4,76,Utah,Long Beach St,64,13,12,1,0,No,,4,13,0
658,1995,1,4,West,5,75,Mississippi St,Santa Clara,67,12,8,1,0,Yes (1),,5,12,0
659,1995,1,4,West,6,73,Oregon,Texas,90,11,17,2,0,Yes (1),,6,11,0
660,1995,1,4,West,7,77,Cincinnati,Temple,71,10,6,1,0,Yes (1),,7,10,0
661,1995,1,4,West,8,65,Missouri,Indiana,60,9,5,1,0,No,,8,9,0
662,1995,2,1,Midwest,1,75,Kansas,Western Kentucky,70,8,5,1,0,Yes (1),,1,8,0
663,1995,2,1,Midwest,2,96,Arkansas,Syracuse,94,7,2,1,0,Yes (2),,2,7,0
664,1995,2,1,Midwest,3,73,Purdue,Memphis,75,6,2,2,0,Yes (1),,3,6,0
665,1995,2,1,Midwest,4,60,Virginia,Miami Ohio,54,12,6,1,0,Yes (1),,4,12,0
666,1995,2,2,Southeast,1,82,Kentucky,Tulane,60,9,22,1,0,Yes (1),,1,9,0
667,1995,2,2,Southeast,2,73,North Carolina,Iowa St,51,7,22,1,0,Yes (1),,2,7,0
668,1995,2,2,Southeast,14,51,Weber St,Georgetown,53,6,2,2,0,No,,14,6,0
669,1995,2,2,Southeast,13,54,Manhattan,Arizona St,64,5,10,2,0,No,,13,5,0
670,1995,2,3,East,1,64,Wake Forest,St Louis,59,9,5,1,0,Yes (2),,1,9,0
671,1995,2,3,East,2,75,Massachusetts,Stanford,53,10,22,1,0,No,,2,10,0
672,1995,2,3,East,14,52,Old Dominion,Tulsa,64,6,12,2,0,Yes (1),,14,6,0
673,1995,2,3,East,4,66,Oklahoma St,Alabama,52,5,14,1,0,No,,4,5,0
674,1995,2,4,West,1,75,UCLA,Missouri,74,8,1,1,0,No,,1,8,0
675,1995,2,4,West,2,96,Connecticut,Cincinnati,91,7,5,1,0,Yes (2),,2,7,0
676,1995,2,4,West,3,82,Maryland,Texas,68,11,14,1,0,Yes (1),,3,11,0
677,1995,2,4,West,4,64,Utah,Mississippi St,78,5,14,2,0,Yes (2),,4,5,0
678,1995,3,1,Midwest,1,58,Kansas,Virginia,67,4,9,2,0,Yes (1),,1,4,0
679,1995,3,1,Midwest,2,96,Arkansas,Memphis,91,6,5,1,0,No,,2,6,0
680,1995,3,2,Southeast,1,97,Kentucky,Arizona St,73,5,24,1,0,Yes (1),,1,5,0
681,1995,3,2,Southeast,2,74,North Carolina,Georgetown,64,6,10,1,0,Yes (1),,2,6,0
682,1995,3,3,East,1,66,Wake Forest,Oklahoma St,71,4,5,2,0,No,,1,4,0
683,1995,3,3,East,2,76,Massachusetts,Tulsa,51,6,25,1,0,No,,2,6,0
684,1995,3,4,West,1,86,UCLA,Mississippi St,67,5,19,1,0,Yes (2),,1,5,0
685,1995,3,4,West,2,99,Connecticut,Maryland,89,3,10,1,0,Yes (2),,2,3,0
686,1995,4,1,Midwest,4,61,Virginia,Arkansas,68,2,7,2,0,Yes (1),,4,2,0
687,1995,4,2,Southeast,1,61,Kentucky,North Carolina,74,2,13,2,0,Yes (1),,1,2,0
688,1995,4,3,East,4,68,Oklahoma St,Massachusetts,54,2,14,1,0,No,,4,2,0
689,1995,4,4,West,1,102,UCLA,Connecticut,96,2,6,1,0,No,,1,2,0
690,1995,5,1,Final Four,2,75,Arkansas,North Carolina,68,2,7,1,0,Yes (2),,2,2,0
691,1995,5,2,Final Four,4,61,Oklahoma St,UCLA,74,1,13,2,0,No,,4,1,0
692,1995,6,1,Championship,2,78,Arkansas,UCLA,89,1,11,3,1,No,,2,1,1
693,1996,1,1,Southeast,1,68,Connecticut,Colgate,59,16,9,1,0,Yes (2),,1,16,0
694,1996,1,1,Southeast,2,66,Cincinnati,UNC Greensboro,61,15,5,1,0,Yes (1),,2,15,0
695,1996,1,1,Southeast,3,90,Georgia Tech,Austin Peay,79,14,11,1,0,No,,3,14,0
696,1996,1,1,Southeast,4,41,UCLA,Princeton,43,13,2,2,0,No,,4,13,0
697,1996,1,1,Southeast,5,58,Mississippi St,VCU,51,12,7,1,0,Yes (1),,5,12,0
698,1996,1,1,Southeast,6,51,Indiana,Boston College,64,11,13,2,0,No,,6,11,0
699,1996,1,1,Southeast,7,61,Temple,Oklahoma,43,10,18,1,0,Yes (2),,7,10,0
700,1996,1,1,Southeast,8,60,Duke,Eastern Michigan,75,9,15,2,0,Yes (1),,8,9,0
701,1996,1,2,West,1,73,Purdue,Western Carolina,71,16,2,1,0,Yes (1),,1,16,0
702,1996,1,2,West,2,92,Kansas,South Carolina St,54,15,38,1,0,Yes (1),,2,15,0
703,1996,1,2,West,3,90,Arizona,Valparaiso,51,14,39,1,0,Yes (1),,3,14,0
704,1996,1,2,West,4,88,Syracuse,Montana St,55,13,33,1,0,Yes (1),,4,13,0
705,1996,1,2,West,5,63,Memphis,Drexel,75,12,12,2,0,No,,5,12,0
706,1996,1,2,West,6,81,Iowa,George Washington,79,11,2,1,0,Yes (1),,6,11,0
707,1996,1,2,West,7,79,Maryland,Santa Clara,91,10,12,2,0,Yes (1),,7,10,0
708,1996,1,2,West,8,81,Georgia,Clemson,74,9,7,1,0,No,,8,9,0
709,1996,1,3,East,1,92,Massachusetts,Central Florida,70,16,22,1,0,Yes (2),,1,16,0
710,1996,1,3,East,2,93,Georgetown,Mississippi Valley St,56,15,37,1,0,No,,2,15,0
711,1996,1,3,East,3,74,Texas Tech,Northern Illinois,73,14,1,1,0,Yes (1),,3,14,0
712,1996,1,3,East,4,68,Marquette,Monmouth,44,13,24,1,0,Yes (1),,4,13,0
713,1996,1,3,East,5,80,Penn St,Arkansas,86,12,6,2,0,No,,5,12,0
714,1996,1,3,East,6,86,North Carolina,New Orleans,62,11,24,1,0,Yes (1),,6,11,0
715,1996,1,3,East,7,69,New Mexico,Kansas St,48,10,21,1,0,Yes (2),,7,10,0
716,1996,1,3,East,8,58,Bradley,Stanford,66,9,8,2,0,Yes (1),,8,9,0
717,1996,1,4,Midwest,1,110,Kentucky,San Jose St,72,16,38,1,0,Yes (1),,1,16,0
718,1996,1,4,Midwest,2,62,Wake Forest,Louisiana Monroe,50,15,12,1,0,No,,2,15,0
719,1996,1,4,Midwest,3,92,Villanova,Portland,58,14,34,1,0,Yes (1),,3,14,0
720,1996,1,4,Midwest,4,73,Utah,Canisius,67,13,6,1,0,No,,4,13,0
721,1996,1,4,Midwest,5,74,Iowa St,California,64,12,10,1,0,Yes (1),,5,12,0
722,1996,1,4,Midwest,6,82,Louisville,Tulsa,80,11,2,1,0,Yes (1),,6,11,0
723,1996,1,4,Midwest,7,76,Michigan,Texas,80,10,4,2,0,Yes (1),,7,10,0
724,1996,1,4,Midwest,8,48,Wisconsin Green Bay,Virginia Tech,61,9,13,2,0,Yes (2),,8,9,0
725,1996,2,1,Southeast,1,95,Connecticut,Eastern Michigan,81,9,14,1,0,No,,1,9,0
726,1996,2,1,Southeast,2,78,Cincinnati,Temple,65,7,13,1,0,Yes (1),,2,7,0
727,1996,2,1,Southeast,3,103,Georgia Tech,Boston College,89,11,14,1,0,No,,3,11,0
728,1996,2,1,Southeast,13,41,Princeton,Mississippi St,63,5,22,2,0,Yes (2),,13,5,0
729,1996,2,2,West,1,69,Purdue,Georgia,76,8,7,2,0,Yes (1),,1,8,0
730,1996,2,2,West,2,76,Kansas,Santa Clara,51,10,25,1,0,Yes (1),,2,10,0
731,1996,2,2,West,3,87,Arizona,Iowa,73,6,14,1,0,Yes (1),,3,6,0
732,1996,2,2,West,4,69,Syracuse,Drexel,58,12,11,1,0,Yes (1),,4,12,0
733,1996,2,3,East,1,79,Massachusetts,Stanford,74,9,5,1,0,No,,1,9,0
734,1996,2,3,East,2,73,Georgetown,New Mexico,62,7,11,1,0,No,,2,7,0
735,1996,2,3,East,3,92,Texas Tech,North Carolina,73,6,19,1,0,Yes (1),,3,6,0
736,1996,2,3,East,4,56,Marquette,Arkansas,65,12,9,2,0,Yes (1),,4,12,0
737,1996,2,4,Midwest,1,84,Kentucky,Virginia Tech,60,9,24,1,0,Yes (1),,1,9,0
738,1996,2,4,Midwest,2,65,Wake Forest,Texas,62,10,3,1,0,No,,2,10,0
739,1996,2,4,Midwest,3,64,Villanova,Louisville,68,6,4,2,0,Yes (1),,3,6,0
740,1996,2,4,Midwest,4,74,Utah,Iowa St,64,5,10,1,0,Yes (2),,4,5,0
741,1996,3,1,Southeast,1,55,Connecticut,Mississippi St,60,5,5,2,0,Yes (2),,1,5,0
742,1996,3,1,Southeast,2,87,Cincinnati,Georgia Tech,70,3,17,1,0,Yes (1),,2,3,0
743,1996,3,2,West,8,81,Georgia,Syracuse,83,4,2,2,0,Yes (2),,8,4,0
744,1996,3,2,West,2,83,Kansas,Arizona,80,3,3,1,0,Yes (1),,2,3,0
745,1996,3,3,East,1,79,Massachusetts,Arkansas,63,12,16,1,0,No,,1,12,0
746,1996,3,3,East,2,98,Georgetown,Texas Tech,90,3,8,1,0,Yes (2),,2,3,0
747,1996,3,4,Midwest,1,101,Kentucky,Utah,70,4,31,1,0,Yes (1),,1,4,0
748,1996,3,4,Midwest,2,60,Wake Forest,Louisville,59,6,1,1,0,Yes (2),,2,6,0
749,1996,4,1,Southeast,5,73,Mississippi St,Cincinnati,63,2,10,1,0,Yes (1),,5,2,0
750,1996,4,2,West,4,60,Syracuse,Kansas,57,2,3,1,0,Yes (1),,4,2,0
751,1996,4,3,East,1,86,Massachusetts,Georgetown,62,2,24,1,0,No,,1,2,0
752,1996,4,4,Midwest,1,83,Kentucky,Wake Forest,63,2,20,1,0,Yes (1),,1,2,0
753,1996,5,1,Final Four,5,69,Mississippi St,Syracuse,77,4,8,2,0,Yes (1),,5,4,0
754,1996,5,2,Final Four,1,74,Massachusetts,Kentucky,81,1,7,2,0,Yes (2),,1,1,0
755,1996,6,1,Championship,4,67,Syracuse,Kentucky,76,1,9,3,1,Yes (1),,4,1,1
756,1997,1,1,West,1,92,Kentucky,Montana,54,16,38,1,0,Yes (1),,1,16,0
757,1997,1,1,West,2,75,Utah,Navy,61,15,14,1,0,No,,2,15,0
758,1997,1,1,West,3,68,Wake Forest,St Marys,46,14,22,1,0,Yes (2),,3,14,0
759,1997,1,1,West,4,75,St Josephs,Pacific,65,13,10,1,0,No,,4,13,0
760,1997,1,1,West,5,73,Boston College,Valparaiso,66,12,7,1,0,No,,5,12,0
761,1997,1,1,West,6,80,Stanford,Oklahoma,67,11,13,1,0,Yes (2),,6,11,0
762,1997,1,1,West,7,79,Charlotte,Georgetown,67,10,12,1,0,No,,7,10,0
763,1997,1,1,West,8,73,Iowa,Virginia,60,9,13,1,0,Yes (1),,8,9,0
764,1997,1,2,Midwest,1,78,Minnesota,Southwest Texas St,46,16,32,1,0,Yes (1),,1,16,0
765,1997,1,2,Midwest,2,109,UCLA,Charleston Southern,75,15,34,1,0,No,,2,15,0
766,1997,1,2,Midwest,3,86,Cincinnati,Butler,69,14,17,1,0,Yes (1),,3,14,0
767,1997,1,2,Midwest,4,68,Clemson,Miami Ohio,56,13,12,1,0,No,,4,13,0
768,1997,1,2,Midwest,5,81,Tulsa,Boston University,58,12,23,1,0,No,,5,12,0
769,1997,1,2,Midwest,6,69,Iowa St,Illinois St,57,11,12,1,0,Yes (1),,6,11,0
770,1997,1,2,Midwest,7,80,Xavier,Vanderbilt,68,10,12,1,0,No,,7,10,0
771,1997,1,2,Midwest,8,40,Ole Miss,Temple,62,9,22,2,0,No,,8,9,0
772,1997,1,3,East,1,82,North Carolina,Fairfield,74,16,8,1,0,Yes (1),,1,16,0
773,1997,1,3,East,2,65,South Carolina,Coppin St,78,15,13,2,0,No,,2,15,0
774,1997,1,3,East,3,59,New Mexico,Old Dominion,55,14,4,1,0,Yes (2),,3,14,0
775,1997,1,3,East,4,101,Villanova,Long Island Brooklyn,91,13,10,1,0,Yes (1),,4,13,0
776,1997,1,3,East,5,55,California,Princeton,52,12,3,1,0,No,,5,12,0
777,1997,1,3,East,6,65,Louisville,Massachusetts,57,11,8,1,0,Yes (1),,6,11,0
778,1997,1,3,East,7,58,Wisconsin,Texas,71,10,13,2,0,Yes (1),,7,10,0
779,1997,1,3,East,8,62,Indiana,Colorado,80,9,18,2,0,No,,8,9,0
780,1997,1,4,Southeast,1,78,Kansas,Jackson St,64,16,14,1,0,Yes (1),,1,16,0
781,1997,1,4,Southeast,2,71,Duke,Murray St,68,15,3,1,0,Yes (1),,2,15,0
782,1997,1,4,Southeast,3,70,Georgia,Chattanooga,73,14,3,2,0,No,,3,14,0
783,1997,1,4,Southeast,4,65,Arizona,South Alabama,57,13,8,1,0,Yes (1),,4,13,0
784,1997,1,4,Southeast,5,66,Maryland,College of Charleston,75,12,9,2,0,Yes (1),,5,12,0
785,1997,1,4,Southeast,6,90,Illinois,USC,77,11,13,1,0,No,,6,11,0
786,1997,1,4,Southeast,7,59,Marquette,Providence,81,10,22,2,0,Yes (1),,7,10,0
787,1997,1,4,Southeast,8,83,Purdue,Rhode Island,76,9,7,1,0,Yes (1),,8,9,0
788,1997,2,1,West,1,75,Kentucky,Iowa,69,8,6,1,0,Yes (1),,1,8,0
789,1997,2,1,West,2,77,Utah,Charlotte,58,7,19,1,0,No,,2,7,0
790,1997,2,1,West,3,66,Wake Forest,Stanford,72,6,6,2,0,No,,3,6,0
791,1997,2,1,West,4,81,St Josephs,Boston College,77,5,4,1,0,No,,4,5,0
792,1997,2,2,Midwest,1,76,Minnesota,Temple,57,9,19,1,0,Yes (1),,1,9,0
793,1997,2,2,Midwest,2,96,UCLA,Xavier,83,7,13,1,0,No,,2,7,0
794,1997,2,2,Midwest,3,66,Cincinnati,Iowa St,67,6,1,2,0,Yes (1),,3,6,0
795,1997,2,2,Midwest,4,65,Clemson,Tulsa,59,5,6,1,0,No,,4,5,0
796,1997,2,3,East,1,73,North Carolina,Colorado,56,9,17,1,0,Yes (1),,1,9,0
797,1997,2,3,East,15,81,Coppin St,Texas,82,10,1,2,0,No,,15,10,0
798,1997,2,3,East,3,63,New Mexico,Louisville,64,6,1,2,0,Yes (2),,3,6,0
799,1997,2,3,East,4,68,Villanova,California,75,5,7,2,0,Yes (1),,4,5,0
800,1997,2,4,Southeast,1,75,Kansas,Purdue,61,8,14,1,0,Yes (1),,1,8,0
801,1997,2,4,Southeast,2,87,Duke,Providence,98,10,11,2,0,Yes (1),,2,10,0
802,1997,2,4,Southeast,14,75,Chattanooga,Illinois,63,6,12,1,0,No,,14,6,0
803,1997,2,4,Southeast,4,73,Arizona,College of Charleston,69,12,4,1,0,Yes (1),,4,12,0
804,1997,3,1,West,1,83,Kentucky,St Josephs,68,4,15,1,0,Yes (1),,1,4,0
805,1997,3,1,West,2,82,Utah,Stanford,77,6,5,1,0,No,,2,6,0
806,1997,3,2,Midwest,1,90,Minnesota,Clemson,84,4,6,1,0,Yes (1),,1,4,0
807,1997,3,2,Midwest,2,74,UCLA,Iowa St,73,6,1,1,0,Yes (2),,2,6,0
808,1997,3,3,East,1,63,North Carolina,California,57,5,6,1,0,Yes (1),,1,5,0
809,1997,3,3,East,10,63,Texas,Louisville,78,6,15,2,0,Yes (2),,10,6,0
810,1997,3,4,Southeast,1,82,Kansas,Arizona,85,4,3,2,0,Yes (1),,1,4,0
811,1997,3,4,Southeast,10,71,Providence,Chattanooga,65,14,6,1,0,No,,10,14,0
812,1997,4,1,West,1,72,Kentucky,Utah,59,2,13,1,0,Yes (1),,1,2,0
813,1997,4,2,Midwest,1,80,Minnesota,UCLA,72,2,8,1,0,Yes (1),,1,2,0
814,1997,4,3,East,1,97,North Carolina,Louisville,74,6,23,1,0,Yes (1),,1,6,0
815,1997,4,4,Southeast,4,96,Arizona,Providence,92,10,4,1,0,Yes (1),,4,10,0
816,1997,5,1,Final Four,1,78,Kentucky,Minnesota,69,1,9,1,0,Yes (1),,1,1,0
817,1997,5,2,Final Four,1,58,North Carolina,Arizona,66,4,8,2,0,Yes (1),,1,4,0
818,1997,6,1,Championship,1,79,Kentucky,Arizona,84,4,5,3,4,Yes (1),,1,4,4
819,1998,1,1,East,1,88,North Carolina,Navy,52,16,36,1,0,Yes (1),,1,16,0
820,1998,1,1,East,2,93,Connecticut,Fairleigh Dickinson,85,15,8,1,0,No,,2,15,0
821,1998,1,1,East,3,61,South Carolina,Richmond,62,14,1,2,0,No,,3,14,0
822,1998,1,1,East,4,83,Michigan St,Eastern Michigan,71,13,12,1,0,Yes (1),,4,13,0
823,1998,1,1,East,5,69,Princeton,UNLV,57,12,12,1,0,No,,5,12,0
824,1998,1,1,East,6,68,Xavier,Washington,69,11,1,2,0,Yes (2),,6,11,0
825,1998,1,1,East,7,94,Indiana,Oklahoma,87,10,7,1,0,Yes (2),,7,10,0
826,1998,1,1,East,8,77,Charlotte,Illinois Chicago,62,9,15,1,0,No,,8,9,0
827,1998,1,2,West,1,99,Arizona,Nicholls St,60,16,39,1,0,Yes (1),,1,16,0
828,1998,1,2,West,2,65,Cincinnati,Northern Arizona,62,15,3,1,0,Yes (1),,2,15,0
829,1998,1,2,West,3,85,Utah,San Francisco,68,14,17,1,0,No,,3,14,0
830,1998,1,2,West,4,82,Maryland,Utah St,68,13,14,1,0,Yes (1),,4,13,0
831,1998,1,2,West,5,64,Illinois,South Alabama,51,12,13,1,0,No,,5,12,0
832,1998,1,2,West,6,74,Arkansas,Nebraska,65,11,9,1,0,No,,6,11,0
833,1998,1,2,West,7,52,Temple,West Virginia,82,10,30,2,0,No,,7,10,0
